"GBAC","country","host","collection_date","serotype","Topotype","color"
"ON652976/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#FBFBBE"
"ON652977/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#FAFABD"
"ON652978/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#FAFABC"
"ON652979/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#F9F9BA"
"ON652980/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#FCFCC0"
"ON652981/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#F9F9BB"
"ON652982/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#F6F6B3"
"ON652983/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#FCFCC2"
"ON652984/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#F8F8B8"
"ON868621/VNM/cow/2017/A","VNM","cow",2017,"A","ASIA","#F7F7B4"
"OQ238685/ARG/cow/1990/A","ARG","cow",1990,"A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#948FB7"
"OQ238686/DEU/cow/1971/A","DEU","cow",1971,"A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#8B85AE"
"OQ256242/ISR/cow/1969/A","ISR","cow",1969,"A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#8680AA"
"OQ356340/BRA/cow/2001/A","BRA","cow",2001,"A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#A5A0C6"
"OQ356341/BRA/cow/1970/A","BRA","cow",1970,"A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#847EA8"
"OQ356342/ARG/cow/2001/A","ARG","cow",2001,"A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#B4AFD3"
"OQ356343/ARG/cow/2003/A","ARG","cow",2003,"A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#827CA6"
"OQ356344/URY/cow/2006/A","URY","cow",2006,"A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#908AB3"
"OQ356345/ARG/cow/2006/A","ARG","cow",2006,"A","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#9994BB"
"OQ356346/KEN/cow/2006/A","KEN","cow",2006,"A","AFRICA","#50A497"
"OQ356347/EGY/cow/2008/A","EGY","cow",2008,"A","AFRICA","#5CADA0"
"OQ356348/IRQ/cow/2017/A","IRQ","cow",2017,"A","ASIA","#BFBF2A"
"OQ356349/KEN/cow/2010/A","KEN","cow",2010,"A","?'","#64B4A7"
"OQ745961/THA/cattle/2016/A","THA","cattle",2016,"A","ASIA","#ECEC99"
"PP273559/IND/elephant/1988/A","IND","elephant",1988,"A","ASIA","#CACA45"
