"GBAC","country","host","collection_date","serotype","Topotype","color"
"MT340220/VNM/cattle/2018/A","VNM","cattle",2018,"A","ASIA","#DEDE76"
"MT340221/VNM/cattle/2018/A","VNM","cattle",2018,"A","ASIA","#DBDB70"
"MT340222/VNM/cattle/2019/A","VNM","cattle",2019,"A","ASIA","#E7E78C"
"MT340223/VNM/cattle/2019/A","VNM","cattle",2019,"A","ASIA","#DDDD75"
"MT340224/VNM/buffalo/2018/A","VNM","buffalo",2018,"A","ASIA","#E1E17D"
"MT340225/VNM/cattle/2018/A","VNM","cattle",2018,"A","ASIA","#E1E17E"
"MT602077/ETH/cattle/2018/A","ETH","cattle",2018,"A","AFRICA","#489D90"
"MT602078/ETH/cattle/2019/A","ETH","cattle",2019,"A","AFRICA","#77C4B7"
"MT602079/SDN/cattle/2018/A","SDN","cattle",2018,"A","AFRICA","#6CBAAD"
"MT863268/EGY/water-buffalo/2016/A","EGY","water-buffalo",2016,"A","AFRICA","#73C0B4"
"MZ493232/PAK/cattle/2017/A","PAK","cattle",2017,"A","ASIA","#BABA1E"
"MZ493233/PAK/cattle/2018/A","PAK","cattle",2018,"A","ASIA","#BBBB20"
"MZ493234/PAK/cattle/2018/A","PAK","cattle",2018,"A","ASIA","#BABA1F"
"OK205893/VNM/cattle/2013/A","VNM","cattle",2013,"A","ASIA","#F0F0A5"
"OK205894/VNM/buffalo/2014/A","VNM","buffalo",2014,"A","ASIA","#F0F0A4"
"OK205895/VNM/cattle/2014/A","VNM","cattle",2014,"A","ASIA","#EAEA94"
"OK205896/VNM/cattle/2014/A","VNM","cattle",2014,"A","ASIA","#F4F4AD"
"OK205897/VNM/pig/2015/A","VNM","pig",2015,"A","ASIA","#F6F6B1"
"OK205898/VNM/cattle/2013/A","VNM","cattle",2013,"A","ASIA","#EBEB97"
"OK205899/VNM/cattle/2015/A","VNM","cattle",2015,"A","ASIA","#F8F8B7"
"OK205900/VNM/cattle/2015/A","VNM","cattle",2015,"A","ASIA","#E9E992"
"OK205901/VNM/buffalo/2014/A","VNM","buffalo",2014,"A","ASIA","#F5F5B0"
"OK205902/VNM/cattle/2014/A","VNM","cattle",2014,"A","ASIA","#F4F4AE"
"OK205903/VNM/pig/2014/A","VNM","pig",2014,"A","ASIA","#F5F5AF"
"OK205904/VNM/cattle/2014/A","VNM","cattle",2014,"A","ASIA","#F2F2A9"
"OK205905/VNM/cattle/2014/A","VNM","cattle",2014,"A","ASIA","#CFCF52"
"OK205906/VNM/cattle/2013/A","VNM","cattle",2013,"A","ASIA","#EAEA96"
"OK205907/VNM/cattle/2014/A","VNM","cattle",2014,"A","ASIA","#F3F3AC"
"OK318499/VNM/cattle/2016/A","VNM","cattle",2016,"A","ASIA","#E8E890"
"OK318500/VNM/cattle/2017/A","VNM","cattle",2017,"A","ASIA","#E3E383"
"OK318501/VNM/cattle/2019/A","VNM","cattle",2019,"A","ASIA","#F6F6B2"
"OK318502/VNM/cattle/2019/A","VNM","cattle",2019,"A","ASIA","#F0F0A2"
"OK318503/VNM/cattle/2019/A","VNM","cattle",2019,"A","ASIA","#EFEFA1"
"OK318504/VNM/cattle/2019/A","VNM","cattle",2019,"A","ASIA","#EFEFA0"
"OK318505/VNM/cattle/2019/A","VNM","cattle",2019,"A","ASIA","#EEEE9F"
"OK318506/VNM/cattle/2019/A","VNM","cattle",2019,"A","ASIA","#EDED9D"
"OK318507/VNM/cattle/2019/A","VNM","cattle",2019,"A","ASIA","#EDED9B"
"OK318508/VNM/cattle/2019/A","VNM","cattle",2019,"A","ASIA","#EEEE9E"
"OK318509/VNM/cattle/2019/A","VNM","cattle",2019,"A","ASIA","#EDED9C"
"OK318510/VNM/cattle/2019/A","VNM","cattle",2019,"A","ASIA","#ECEC9A"
"OM455465/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C3C334"
"OM455466/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C3C333"
"OM455467/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C5C53A"
"OM455468/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C8C841"
"OM455469/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C6C63C"
"OM455470/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C5C539"
"OM455471/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C4C438"
"OM455472/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C8C840"
"OM455473/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C6C63B"
"OM455474/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C7C73F"
"OM455475/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C7C73E"
"OM455476/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C3C335"
"OM455477/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C4C437"
"OM455478/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C6C63D"
"OM455479/PAK/cattle/2012/A","PAK","cattle",2012,"A","ASIA","#C9C944"
"OM455480/PAK/cattle/2008/A","PAK","cattle",2008,"A","ASIA","#BABA1D"
"OM455481/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#B9B91B"
"OM455482/PAK/cattle/2009/A","PAK","cattle",2009,"A","ASIA","#B9B91C"
"OM455483/PAK/cattle/2012/A","PAK","cattle",2012,"A","ASIA","#C9C942"
"OM455484/PAK/buffalo/2012/A","PAK","buffalo",2012,"A","ASIA","#C9C943"
"OM863580/EGY/cattle/2012/A","EGY","cattle",2012,"A","AFRICA","#7BC7BA"
"OM863581/KEN/cattle/2012/A","KEN","cattle",2012,"A","AFRICA","#449A8D"
"ON652965/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#F9F9B9"
"ON652966/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#DBDB6F"
"ON652967/VNM/cow/2013/A","VNM","cow",2013,"A","ASIA","#E8E88F"
"ON652968/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#F7F7B6"
"ON652969/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#FEFEC5"
"ON652970/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#FFFFC8"
"ON652971/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#FDFDC4"
"ON652972/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#FEFEC6"
"ON652973/VNM/water-buffalo/2015/A","VNM","water-buffalo",2015,"A","ASIA","#FDFDC3"
"ON652974/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#FBFBBF"
"ON652975/VNM/cow/2015/A","VNM","cow",2015,"A","ASIA","#FCFCC1"
