GBAC,country,host,collection_date,serotype,Topotype
OQ211360/Unknown/cattle/2007/O,Unknown,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
OQ211359/Unknown/cattle/2007/O,Unknown,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
OQ211358/Unknown/cattle/2007/O,Unknown,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
OQ211357/Unknown/cattle/2007/O,Unknown,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
OQ211356/Unknown/cattle/2007/O,Unknown,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
OQ211355/Unknown/cattle/2007/O,Unknown,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
OQ211354/Unknown/cattle/2007/O,Unknown,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
OQ211353/Unknown/sheep/2007/O,Unknown,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
OQ211352/Unknown/cattle/2007/O,Unknown,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
OQ211351/Unknown/goat/2007/O,Unknown,goat,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
OQ211350/Unknown/cattle/2007/O,Unknown,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
OQ211349/Unknown/sheep/2007/O,Unknown,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
OQ557397/ETH/cow/2022/SAT2,ETH,cow,2022,SAT2,XIV
OQ557396/ETH/cattle/1991/SAT2,ETH,cattle,1991,SAT2,XIV
OQ457195/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3
OQ457194/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3
OQ457193/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3
OQ457192/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3
OQ457191/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3
OQ457189/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3
OQ457188/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3
OQ457186/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3
OQ457185/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3
OQ457184/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3
OQ745961/THA/cattle/2016/A,THA,cattle,2016,A,ASIA
OQ401874/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII
OQ401873/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII
OQ401872/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII
OQ401871/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII
OQ401869/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII
OQ401868/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII
OQ401867/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII
OQ401866/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII
OQ401865/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII
LC771233/IRQ/water-buffalo/2023/A,IRQ,water-buffalo,2023,A,AFRICA
LC770123/IRQ/cattle/2023/SAT1,IRQ,cattle,2023,SAT1,VII-EAST-AFRICA-2-EA-2
OP957418/BGD/cattle/2021/O,BGD,cattle,2021,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868623/VNM/pig/2017/O,VNM,pig,2017,O,CATHAY
ON868622/VNM/pig/2017/O,VNM,pig,2017,O,CATHAY
ON868621/VNM/cow/2017/A,VNM,cow,2017,A,ASIA
ON868620/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868619/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868618/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868617/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868616/VNM/pig/2018/O,VNM,pig,2018,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868615/VNM/pig/2018/O,VNM,pig,2018,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868614/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868613/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868612/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868611/VNM/pig/2018/O,VNM,pig,2018,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868610/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868609/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868608/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868607/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868606/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868605/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868604/VNM/pig/2018/O,VNM,pig,2018,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868603/VNM/pig/2018/O,VNM,pig,2018,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868602/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868601/VNM/pig/2018/O,VNM,pig,2018,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868600/VNM/pig/2018/O,VNM,pig,2018,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868599/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868598/VNM/pig/2018/O,VNM,pig,2018,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868597/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868596/VNM/pig/2018/O,VNM,pig,2018,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868595/VNM/pig/2018/O,VNM,pig,2018,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868594/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868593/VNM/pig/2018/O,VNM,pig,2018,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868592/VNM/pig/2018/O,VNM,pig,2018,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868591/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868590/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868589/VNM/pig/2019/O,VNM,pig,2019,O,III-NORTHWEST-ZIMBABWE-NWZ
ON868588/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868587/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868586/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868585/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868584/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868583/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868582/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868581/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868580/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868579/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868578/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868577/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868576/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868575/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868574/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868573/VNM/Unknown/2019/O,VNM,Unknown,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868572/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868571/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868570/VNM/Unknown/2019/O,VNM,Unknown,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868569/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868568/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868567/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868566/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868565/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868564/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868563/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868562/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868561/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868560/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868559/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868558/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868557/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868556/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868555/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868552/VNM/pig/2019/O,VNM,pig,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868551/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868550/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868549/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868548/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868547/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868546/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868545/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868544/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868543/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868542/VNM/pig/2018/O,VNM,pig,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868541/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868540/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868539/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868538/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868537/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868536/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868535/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868534/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868533/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868532/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868531/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868530/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868529/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868528/VNM/pig/2018/O,VNM,pig,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868527/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868526/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868525/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868524/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868523/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
ON868522/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
