GBAC,country,host,collection_date,serotype,Topotype
MN983157/IND/cattle/2009/O,IND,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN983156/IND/cattle/2008/O,IND,cattle,2008,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN983155/IND/cattle/2008/O,IND,cattle,2008,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN983154/IND/cattle/2005/O,IND,cattle,2005,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN983153/IND/cattle/2001/O,IND,cattle,2001,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN983152/IND/cattle/1997/O,IND,cattle,1997,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN953620/PAK/cattle/2019/O,PAK,cattle,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN953619/PAK/cattle/2019/O,PAK,cattle,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN389541/CHN/pig/2010/O,CHN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
MK940253/SAU/cattle/2017/A,SAU,cattle,2017,A,ASIA
MN062587/PAK/cattle/2009/A,PAK,cattle,2009,A,ASIA
MN062586/AFG/cattle/2009/A,AFG,cattle,2009,A,ASIA
MN062585/TUR/cattle/2010/O,TUR,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN062583/PAK/cattle/2009/O,PAK,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN062582/PAK/buffalo/2009/O,PAK,buffalo,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN062580/IRN/cattle/2010/O,IRN,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN062579/IRN/cattle/2010/O,IRN,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
LC483874/THA/cow/2007/A,THA,cow,2007,A,ASIA
MN250318/VNM/pig/2019/O/O,VNM,pig,2019,O,CATHAY
MN250317/VNM/pig/2018/O/O,VNM,pig,2018,O,CATHAY
MN250316/VNM/pig/2018/O/O,VNM,pig,2018,O,CATHAY
MN250315/VNM/pig/2018/O/O,VNM,pig,2018,O,CATHAY
MN250314/VNM/pig/2017/O/O,VNM,pig,2017,O,CATHAY
MN275121/CMR/cow/2016/SAT1,CMR,cow,2016,SAT1,X
MN275120/CMR/cow/2016/SAT1,CMR,cow,2016,SAT1,X
MN275119/CMR/cow/2016/SAT1,CMR,cow,2016,SAT1,X
MN275118/CMR/cow/2016/SAT1,CMR,cow,2016,SAT1,X
MN116688/KEN/cow/2016/A,KEN,cow,2016,A,AFRICA
MN103523/NER/cow/2014/SAT2,NER,cow,2014,SAT2,VII
MN116694/KEN/cow/2016/O,KEN,cow,2016,O,EAST-AFRICA-2-EA-2
MN116693/KEN/cow/2014/O,KEN,cow,2014,O,EAST-AFRICA-2-EA-2
MN116692/KEN/cow/2014/SAT2,KEN,cow,2014,SAT2,IV
MN116691/KEN/cow/2016/SAT1,KEN,cow,2016,SAT1,I-NORTHWEST-ZIMBABWE-NWZ
MN116690/KEN/cow/2014/SAT1,KEN,cow,2014,SAT1,I-NORTHWEST-ZIMBABWE-NWZ
MN116689/KEN/cow/2014/SAT1,KEN,cow,2014,SAT1,I-NORTHWEST-ZIMBABWE-NWZ
MN095371/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095370/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095369/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095368/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095367/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095366/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095365/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095364/IND/cattle/2014/O,IND,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095363/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095362/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095361/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095360/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095359/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095358/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095357/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095356/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095355/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MN095354/IND/cattle/2013/O,IND,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
NC_039210/GBR/Unknown/1965/O,GBR,Unknown,1965,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
LC456873/GHA/cow/2018/O,GHA,cow,2018,O,EAST-AFRICA-3-EA-3
LC456871/GHA/cow/2018/O,GHA,cow,2018,O,EAST-AFRICA-3-EA-3
LC456870/GHA/cow/2018/O,GHA,cow,2018,O,EAST-AFRICA-3-EA-3
MK071699/BGD/cattle/2013/O,BGD,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
LC438823/MMR/cow/2016/O,MMR,cow,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
LC438822/MMR/cow/2016/O,MMR,cow,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MH845413/VNM/pig/2014/O,VNM,pig,2014,O,III-NORTHWEST-ZIMBABWE-NWZ
MF947143/VNM/cattle/2013/O,VNM,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF947137/VNM/buffalo/2012/O,VNM,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF947132/VNM/buffalo/2015/O,VNM,buffalo,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF947131/VNM/pig/2013/O,VNM,pig,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF947129/VNM/pig/2014/O,VNM,pig,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF947128/VNM/cattle/2010/O,VNM,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF947127/VNM/buffalo/2012/O,VNM,buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF947126/VNM/pig/2011/O,VNM,pig,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF947124/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF947123/VNM/buffalo/2011/O,VNM,buffalo,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MH891503/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MH784405/PAK/cattle/2017/O,PAK,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MH784404/PAK/water-buffalo/2017/O,PAK,water-buffalo,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MH784403/PAK/cattle/2016/O,PAK,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983741/VNM/cattle/2016/O,VNM,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983740/VNM/cattle/2015/O,VNM,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983739/ARE/cattle/2016/O,ARE,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983738/ARE/cattle/2016/O,ARE,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983737/ARE/gazelle/2014/O,ARE,gazelle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983736/ARE/gazelle/2014/O,ARE,gazelle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983735/TUN/unknown/2014/O,TUN,unknown,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983734/LKA/water-buffalo/2014/O,LKA,water-buffalo,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983733/LKA/cattle/2014/O,LKA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983732/LKA/cattle/2014/O,LKA,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983731/LKA/cattle/2013/O,LKA,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983730/KOR/cattle/2017/O,KOR,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983729/SAU/cattle/2016/O,SAU,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983728/SAU/cattle/2016/O,SAU,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983727/SAU/cattle/2015/O,SAU,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983726/SAU/cattle/2014/O,SAU,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983725/SAU/cattle/2014/O,SAU,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983724/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983723/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983722/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983721/SAU/cattle/2013/O,SAU,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983720/RUS/cattle/2016/O,RUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983719/NPL/cattle/2015/O,NPL,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983718/NPL/cattle/2015/O,NPL,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983717/NPL/cattle/2015/O,NPL,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983716/NPL/cattle/2014/O,NPL,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983715/NPL/cattle/2014/O,NPL,cattle,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983714/NPL/pig/2013/O,NPL,pig,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983713/NPL/cattle/2013/O,NPL,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983712/NPL/cattle/2013/O,NPL,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983711/NPL/cattle/2013/O,NPL,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983710/NPL/water-buffalo/2012/O,NPL,water-buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983709/NPL/cattle/2012/O,NPL,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983708/NPL/cattle/2012/O,NPL,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983707/NPL/water-buffalo/2012/O,NPL,water-buffalo,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983706/NPL/cattle/2010/O,NPL,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983705/NPL/cattle/2010/O,NPL,cattle,2010,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983704/NPL/cattle/2008/O,NPL,cattle,2008,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983703/MMR/cattle/2016/O,MMR,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983702/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983701/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983700/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983699/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983698/MUS/cattle/2016/O,MUS,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983697/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983696/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983695/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983694/LBY/cattle/2013/O,LBY,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983693/LAO/unknown/2015/O,LAO,unknown,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983692/IRN/cattle/2009/O,IRN,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983691/BTN/cattle/2016/O,BTN,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983690/BTN/cattle/2016/O,BTN,cattle,2016,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983689/BTN/cattle/2012/O,BTN,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983688/BTN/cattle/2009/O,BTN,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983687/BTN/cattle/2009/O,BTN,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983686/BHR/cattle/2015/O,BHR,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983685/BHR/cattle/2015/O,BHR,cattle,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983684/BGD/cattle/2009/O,BGD,cattle,2009,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG983683/DZA/unknown/2014/O,DZA,unknown,2014,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MG923580/DZA/cattle/2017/A,DZA,cattle,2017,A,AFRICA
MG923579/DZA/cattle/2017/A,DZA,cattle,2017,A,AFRICA
MF372126/IND/gayal/1994/Asia1,IND,gayal,1994,Asia1,ASIA
MF372125/IND/gayal/2016/Asia1,IND,gayal,2016,Asia1,ASIA
MF461724/CHN/cattle/2017/O,CHN,cattle,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
KY234502/CHN/pig/2015/O,CHN,pig,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
KY234501/CHN/cow/2011/O,CHN,cow,2011,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MH053352/ZWE/african-buffalo/1990/SAT3,ZWE,african-buffalo,1990,SAT3,III-NORTHWEST-ZIMBABWE-NWZ
MH053351/ZWE/cattle/1984/SAT3,ZWE,cattle,1984,SAT3,II-WESTERN-ZIMBABWE-WZ
MH053350/ZWE/african-buffalo/1983/SAT3,ZWE,african-buffalo,1983,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ
MH053348/ZWE/cattle/1977/SAT3,ZWE,cattle,1977,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ
MH053347/ZWE/cattle/1976/SAT3,ZWE,cattle,1976,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ
MH053346/ZWE/cattle/1976/SAT3,ZWE,cattle,1976,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ
MH053344/ZWE/cattle/1974/SAT3,ZWE,cattle,1974,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ
MH053343/ZWE/cattle/1934/SAT3,ZWE,cattle,1934,SAT3,III-NORTHWEST-ZIMBABWE-NWZ
MH053338/BWA/cattle/1966/SAT3,BWA,cattle,1966,SAT3,II-WESTERN-ZIMBABWE-WZ
MH053335/ZWE/cattle/1965/SAT2,ZWE,cattle,1965,SAT2,I
MH053334/ZMB/cattle/1964/SAT2,ZMB,cattle,1964,SAT2,III
MH053333/ETH/cattle/1989/SAT2,ETH,cattle,1989,SAT2,IV
MH053332/BWA/african-buffalo/1974/SAT2,BWA,african-buffalo,1974,SAT2,II
MH053331/BWA/african-buffalo/1972/SAT2,BWA,african-buffalo,1972,SAT2,II
MH053328/BWA/african-buffalo/1968/SAT2,BWA,african-buffalo,1968,SAT2,III
MH053326/UGA/african-buffalo/1970/SAT1,UGA,african-buffalo,1970,SAT1,IV-EAST-AFRICA1-EA-1
MH053325/UGA/cattle/1978/SAT1,UGA,cattle,1978,SAT1,VII-EAST-AFRICA-2-EA-2
MH053324/UGA/cattle/1971/SAT1,UGA,cattle,1971,SAT1,VII-EAST-AFRICA-2-EA-2
MH053323/TCD/cattle/1972/SAT1,TCD,cattle,1972,SAT1,VI
MH053322/NAM/african-buffalo/1989/SAT1,NAM,african-buffalo,1989,SAT1,III-WESTERN-ZIMBABWE-WZ
MH053321/MOZ/cattle/1981/SAT1,MOZ,cattle,1981,SAT1,ASIA
MH053320/KEN/cattle/1983/SAT1,KEN,cattle,1983,SAT1,I-NORTHWEST-ZIMBABWE-NWZ
MH053318/UGA/unknown/2002/O,UGA,unknown,2002,O,EAST-AFRICA-2-EA-2
MH053317/UGA/unknown/1998/O,UGA,unknown,1998,O,EAST-AFRICA-4-EA-4
MH053316/UGA/cattle/1996/O,UGA,cattle,1996,O,EAST-AFRICA-1-EA-1
MH053315/SDN/unknown/1976/O,SDN,unknown,1976,O,WEST-AFRICA-WA
MH053314/ETH/cattle/2007/O,ETH,cattle,2007,O,EAST-AFRICA-3-EA-3
MH053313/ETH/cattle/2006/O,ETH,cattle,2006,O,EAST-AFRICA-3-EA-3
MH053312/ETH/cattle/2005/O,ETH,cattle,2005,O,EAST-AFRICA-4-EA-4
MH053311/ETH/cattle/2004/O,ETH,cattle,2004,O,EAST-AFRICA-3-EA-3
MH053310/UGA/cattle/1970/C,UGA,cattle,1970,C,AFRICA
MH053309/KEN/cattle/1967/C,KEN,cattle,1967,C,AFRICA
MH053308/ETH/unknown/1971/C,ETH,unknown,1971,C,AFRICA
MH053307/ZMB/cattle/1990/A,ZMB,cattle,1990,A,AFRICA
MH053306/TCD/cattle/1973/A,TCD,cattle,1973,A,AFRICA
MH053305/EGY/cattle/1972/A,EGY,cattle,1972,A,AFRICA
MG725876/NER/cow/2015/A,NER,cow,2015,A,AFRICA
MG725875/NER/cow/2015/A,NER,cow,2015,A,AFRICA
MG725874/NER/cow/2015/A,NER,cow,2015,A,AFRICA
MG725873/NER/cow/2015/A,NER,cow,2015,A,AFRICA
MG725872/NER/cow/2013/A,NER,cow,2013,A,AFRICA
LC320038/MNG/cow/2015/O,MNG,cow,2015,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF782478/BGD/cattle/2013/Asia1,BGD,cattle,2013,Asia1,ASIA
MF678826/NER/cow/2015/SAT1,NER,cow,2015,SAT1,X
MF678825/NER/cow/2015/SAT1,NER,cow,2015,SAT1,X
MF678824/NER/cow/2015/SAT1,NER,cow,2015,SAT1,X
MF678823/NER/cow/2015/SAT1,NER,cow,2015,SAT1,X
MF143578/VNM/cattle/2013/O,VNM,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF143577/VNM/cattle/2013/O,VNM,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF143576/VNM/cattle/2013/O,VNM,cattle,2013,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF143575/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF143574/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF143573/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
MF143572/VNM/cattle/2012/O,VNM,cattle,2012,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA
KX534089/KOR/pig/2016/O,KOR,pig,2016,O,III-NORTHWEST-ZIMBABWE-NWZ
KY072818/CHN/cattle/1959/O,CHN,cattle,1959,O,CATHAY
LC149720/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149719/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149718/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149717/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149716/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149713/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149712/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149711/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149710/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149709/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149708/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149707/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149706/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149705/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149704/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149702/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149700/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149699/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149698/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149697/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149696/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149695/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149694/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149693/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149692/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149690/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149689/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149688/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149687/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149686/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149685/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149684/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149683/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149682/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149681/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149680/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149679/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149677/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149676/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149675/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149674/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149673/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149672/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149671/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149670/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149669/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149668/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149667/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149666/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149665/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149664/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149663/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149661/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149660/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149659/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149658/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149657/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149656/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149655/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149654/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149653/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149652/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149651/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149650/JPN/cow/2010/O,JPN,cow,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
LC149649/JPN/pig/2010/O,JPN,pig,2010,O,III-NORTHWEST-ZIMBABWE-NWZ
