GBAC,Year,Country,Host,Serotype,Topotype,Lineage,pool
AB079061/JPN/Unknown/2000/O/ME-SA/PanAsia,2000,JPN,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
EF614458/MNG/cattle/2005/Asia1/ASIA/Unknown,2005,MNG,cattle,Asia1,ASIA,,Pool1
EU448370/GBR/cow/1967/O/EURO-SA/Unknown,1967,GBR,cow,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
EU448368/GBR/cow/1967/O/EURO-SA/Unknown,1967,GBR,cow,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
EF494486/TUR/cattle/2005/A/ASIA/Iran-05,2005,TUR,cattle,A,ASIA,Iran-05,Pool3
EF149010/CHN/Unknown/2005/Asia1/ASIA/Unknown,2005,CHN,,Asia1,ASIA,,Pool1
EF149009/CHN/Unknown/2005/Asia1/ASIA/Unknown,2005,CHN,,Asia1,ASIA,,Pool1
X74812/AZE/Unknown/1965/C/EURO-SA/Unknown,1965,AZE,,C,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool3
AJ539137/TWN/Unknown/1999/O/ME-SA/PanAsia,1999,TWN,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1
AJ539136/TWN/Unknown/1999/O/ME-SA/PanAsia,1999,TWN,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1
AJ251473/KEN/Unknown/1957/SAT2/IX/Unknown,1957,KEN,,SAT2,IX,,Pool4
AY317098/HKG/Unknown/2002/O/CATHAY/Unknown,2002,HKG,,O,CATHAY,,Pool1
OQ383267/BRA/cow/1963/C/EURO-SA/Unknown,1963,BRA,cow,C,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
OQ383265/NLD/cow/2000/C/EURO-SA/Unknown,2000,NLD,cow,C,EUROPE-SOUTH-AMERICA-EURO-SA,,
OM562600/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562599/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562598/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562597/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562596/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562595/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562593/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562592/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562591/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562590/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562589/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562588/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562587/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562586/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562585/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562584/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562583/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562582/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562581/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562580/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562578/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562577/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562576/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562575/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562572/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562571/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562570/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562569/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562568/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562567/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562566/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562565/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562564/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562563/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562562/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562561/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562560/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562559/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562558/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562557/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562556/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562555/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562554/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562553/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562552/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562551/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562550/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562549/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562548/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562547/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562546/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562545/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562544/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562543/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562542/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562541/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562534/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562533/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562530/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562525/KEN/cow/2016/SAT1/I-NWZ/Unknown,2016,KEN,cow,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
OM562513/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562507/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562501/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562492/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562476/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562473/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562472/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
OM562456/KEN/cow/2016/SAT2/IV/Unknown,2016,KEN,cow,SAT2,IV,,Pool4
MT340198/VNM/cattle/2017/A/ASIA/Sea-97,2017,VNM,cattle,A,ASIA,Sea-97,Pool1
MT340197/VNM/cattle/2017/A/ASIA/Sea-97,2017,VNM,cattle,A,ASIA,Sea-97,Pool1
EU400597/CHN/Unknown/2001/O/CATHAY/Unknown,2001,CHN,,O,CATHAY,,Pool1
AY686687/Unknown/Unknown/2001/O/CATHAY/Unknown,2001,,,O,CATHAY,,
AF377945/Unknown/Unknown/2000/O/ME-SA/PanAsia,2000,,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
EF552697/GBR/sheep/2001/O/ME-SA/PanAsia,2001,GBR,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
EF552696/GBR/cattle/2001/O/ME-SA/PanAsia,2001,GBR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
EF552695/GBR/sheep/2001/O/ME-SA/PanAsia,2001,GBR,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
EF552693/GBR/cattle/2001/O/ME-SA/PanAsia,2001,GBR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
EF552692/GBR/sheep/2001/O/ME-SA/PanAsia,2001,GBR,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
EF552689/GBR/sheep/2001/O/ME-SA/PanAsia,2001,GBR,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
EF552688/GBR/sheep/2001/O/ME-SA/PanAsia,2001,GBR,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
AY593809/ARG/Unknown/1969/C/EURO-SA/Unknown,1969,ARG,,C,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593808/ARG/Unknown/1966/C/EURO-SA/Unknown,1966,ARG,,C,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593806/BRA/Unknown/1971/C/EURO-SA/Unknown,1971,BRA,,C,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593805/DEU/Unknown/1960/C/EURO-SA/Unknown,1960,DEU,,C,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593804/CHE/Unknown/1965/C/EURO-SA/Unknown,1965,CHE,,C,EUROPE-SOUTH-AMERICA-EURO-SA,,
