# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jan 02 22:48:09 MSK 2025 [seed=1735846506594]
# -window -working -options
state	pathLikelihood.delta	pathLikelihood.source	pathLikelihood.destination	pathLikelihood.theta	pathLikelihood.pathLikelihood
231000	-7673.020205096725	-7797.944226062314	-124.92402096558912	1.0	-7797.944226062314
232000	-7699.387385564322	-7757.281384574567	-57.89399901024429	1.0	-7757.281384574567
233000	-7708.139979149466	-7766.865948510445	-58.725969360979555	1.0	-7766.865948510445
234000	-7702.434674060592	-7769.191274071162	-66.75660001056984	1.0	-7769.191274071162
235000	-7697.854123190364	-7792.253328077957	-94.39920488759371	1.0	-7792.253328077957
236000	-7700.523980382343	-7780.277977277364	-79.75399689502012	1.0	-7780.277977277364
237000	-7701.574901875324	-7772.471717259722	-70.89681538439805	1.0	-7772.471717259722
238000	-7702.4159464752765	-7751.174086570019	-48.758140094743325	1.0	-7751.174086570019
239000	-7706.285965228041	-7755.55210913585	-49.26614390780871	1.0	-7755.55210913585
240000	-7704.120450920548	-7751.251525871271	-47.131074950723054	1.0	-7751.251525871271
241000	-7708.789540151998	-7768.897837026872	-60.10829687487407	1.0	-7768.897837026872
242000	-7704.863731927149	-7760.95557290254	-56.09184097539072	1.0	-7760.95557290254
243000	-7707.941393625827	-7769.930083021812	-61.98868939598459	1.0	-7769.930083021812
244000	-7699.099075392337	-7785.7521321819895	-86.65305678965261	1.0	-7785.7521321819895
245000	-7696.992098382302	-7783.764869645818	-86.77277126351602	1.0	-7783.764869645818
246000	-7698.398377182719	-7795.59892707287	-97.20054989015085	1.0	-7795.59892707287
247000	-7699.996929174958	-7786.786317523791	-86.78938834883292	1.0	-7786.786317523791
248000	-7701.684052012204	-7771.458396822741	-69.77434481053659	1.0	-7771.458396822741
249000	-7707.741469329293	-7780.179046083034	-72.43757675374162	1.0	-7780.179046083034
250000	-7696.998444659356	-7788.810972280273	-91.81252762091667	1.0	-7788.810972280273
251000	-7689.447702675669	-7792.522006193517	-103.07430351784805	1.0	-7792.522006193517
252000	-7704.481721972816	-7763.722487144267	-59.24076517145143	1.0	-7763.722487144267
253000	-7703.579583108165	-7752.426634796413	-48.847051688248484	1.0	-7752.426634796413
254000	-7704.551486933848	-7749.644311609355	-45.0928246755079	1.0	-7749.644311609355
255000	-7705.757852704662	-7749.767326853784	-44.00947414912191	1.0	-7749.767326853784
256000	-7704.394538288954	-7784.665120255196	-80.27058196624185	1.0	-7784.665120255196
257000	-7688.931373255303	-7804.0536241097125	-115.12225085440942	1.0	-7804.0536241097125
258000	-7662.361484889519	-7791.579636010727	-129.21815112120856	1.0	-7791.579636010727
259000	-7658.1426630900705	-7788.762588979781	-130.61992588971083	1.0	-7788.762588979781
260000	-7697.913119453023	-7779.911119471871	-81.99800001884783	1.0	-7779.911119471871
261000	-7695.470393609121	-7781.443774241065	-85.97338063194344	1.0	-7781.443774241065
262000	-7700.130405033115	-7767.686989243561	-67.55658421044625	1.0	-7767.686989243561
263000	-7696.334963443639	-7772.55211668048	-76.21715323684091	1.0	-7772.55211668048
264000	-7691.516444319242	-7776.173348679765	-84.65690436052282	1.0	-7776.173348679765
265000	-7706.866505289872	-7767.781944680987	-60.915439391114745	1.0	-7767.781944680987
266000	-7706.969026738136	-7765.97446854173	-59.005441803594714	1.0	-7765.97446854173
267000	-7705.314269641577	-7755.729326329904	-50.41505668832707	1.0	-7755.729326329904
268000	-7706.469474901539	-7771.161551774445	-64.69207687290567	1.0	-7771.161551774445
269000	-7708.5510256732105	-7767.915613494581	-59.36458782137022	1.0	-7767.915613494581
270000	-7700.3937290470585	-7760.854789354295	-60.46106030723572	1.0	-7760.854789354295
271000	-7703.304277286807	-7760.406006147141	-57.101728860334156	1.0	-7760.406006147141
272000	-7704.532407799925	-7773.63886010113	-69.10645230120522	1.0	-7773.63886010113
273000	-7704.7592988854685	-7771.595125120871	-66.83582623540228	1.0	-7771.595125120871
274000	-7701.668773070316	-7788.864457120732	-87.19568405041582	1.0	-7788.864457120732
275000	-7696.76095209124	-7767.790924083919	-71.02997199267865	1.0	-7767.790924083919
276000	-7695.6341992176585	-7782.961379079998	-87.32717986233924	1.0	-7782.961379079998
277000	-7690.576345919445	-7788.4897739086355	-97.9134279891907	1.0	-7788.4897739086355
278000	-7699.061665635101	-7776.786434248712	-77.72476861361095	1.0	-7776.786434248712
279000	-7684.924868121752	-7787.875676386708	-102.95080826495516	1.0	-7787.875676386708
280000	-7700.932337366129	-7779.956520755948	-79.02418338981902	1.0	-7779.956520755948
281000	-7708.786226533715	-7785.19330722175	-76.4070806880344	1.0	-7785.19330722175
282000	-7675.454865681594	-7785.5067802757985	-110.05191459420426	1.0	-7785.5067802757985
283000	-7661.955416356808	-7793.859705546543	-131.90428918973493	1.0	-7793.859705546543
284000	-7662.349832760385	-7797.1281821937355	-134.77834943335077	1.0	-7797.1281821937355
285000	-7687.977621020899	-7784.292624079308	-96.31500305840845	1.0	-7784.292624079308
286000	-7675.0148366494695	-7781.716189353325	-106.7013527038555	1.0	-7781.716189353325
287000	-7702.9830603677465	-7781.481473705484	-78.49841333773763	1.0	-7781.481473705484
288000	-7707.431813548	-7764.722365993943	-57.29055244594302	1.0	-7764.722365993943
289000	-7705.454752572232	-7763.985097515363	-58.5303449431314	1.0	-7763.985097515363
290000	-7691.204117235627	-7774.052478459496	-82.84836122386993	1.0	-7774.052478459496
291000	-7700.535172306412	-7771.2828550061995	-70.74768269978696	1.0	-7771.2828550061995
292000	-7701.272093333232	-7773.470497991596	-72.19840465836413	1.0	-7773.470497991596
293000	-7694.188838248978	-7780.178616149438	-85.98977790046078	1.0	-7780.178616149438
294000	-7692.043073485912	-7775.248617559347	-83.2055440734352	1.0	-7775.248617559347
295000	-7700.5252188597005	-7781.547553040449	-81.02233418074854	1.0	-7781.547553040449
296000	-7700.355895984412	-7783.69629722492	-83.34040124050813	1.0	-7783.69629722492
297000	-7698.181537596369	-7777.925314499535	-79.74377690316597	1.0	-7777.925314499535
298000	-7618.021013815016	-7800.71983848039	-182.69882466537402	1.0	-7800.71983848039
299000	-7684.221696190138	-7793.76310967919	-109.54141348905212	1.0	-7793.76310967919
300000	-7677.984752645324	-7795.25791394712	-117.27316130179578	1.0	-7795.25791394712
301000	-7704.964290273794	-7768.218747633221	-63.254457359426894	1.0	-7768.218747633221
302000	-7698.438181049478	-7752.902025151359	-54.46384410188132	1.0	-7752.902025151359
303000	-7700.236304921575	-7760.284041129456	-60.04773620788187	1.0	-7760.284041129456
304000	-7706.677735663843	-7766.677954801009	-60.000219137166	1.0	-7766.677954801009
305000	-7701.312270821798	-7759.800441805641	-58.488170983842714	1.0	-7759.800441805641
306000	-7708.819586218248	-7770.373459050735	-61.55387283248673	1.0	-7770.373459050735
307000	-7705.131010097109	-7766.868202998298	-61.73719290118948	1.0	-7766.868202998298
308000	-7706.388121936819	-7753.1872414280015	-46.799119491183234	1.0	-7753.1872414280015
309000	-7707.92842478354	-7761.533871714243	-53.605446930702875	1.0	-7761.533871714243
310000	-7706.16231797671	-7749.760293788661	-43.59797581195153	1.0	-7749.760293788661
311000	-7704.271940387595	-7751.497076281418	-47.22513589382261	1.0	-7751.497076281418
312000	-7708.9883355205875	-7771.056783804732	-62.06844828414417	1.0	-7771.056783804732
313000	-7712.18643565857	-7769.763200191111	-57.57676453254004	1.0	-7769.763200191111
314000	-7703.430866699706	-7760.7042263814465	-57.273359681740835	1.0	-7760.7042263814465
315000	-7702.472673739605	-7756.231157915061	-53.75848417545624	1.0	-7756.231157915061
316000	-7700.415589864038	-7774.29987323765	-73.88428337361155	1.0	-7774.29987323765
317000	-7706.519646522877	-7766.4886074299075	-59.96896090703008	1.0	-7766.4886074299075
318000	-7704.207994571675	-7765.790194707566	-61.5822001358911	1.0	-7765.790194707566
319000	-7710.328799436718	-7758.389744116225	-48.060944679506676	1.0	-7758.389744116225
320000	-7704.747700915086	-7765.2059879164135	-60.4582870013271	1.0	-7765.2059879164135
321000	-7703.507894957735	-7757.812263393628	-54.304368435893444	1.0	-7757.812263393628
322000	-7705.064489427771	-7763.170130784823	-58.10564135705195	1.0	-7763.170130784823
323000	-7709.361541397923	-7773.817948197114	-64.45640679919094	1.0	-7773.817948197114
324000	-7707.941953395318	-7764.418412050821	-56.47645865550274	1.0	-7764.418412050821
325000	-7708.485150121918	-7761.4060819660135	-52.920931844095065	1.0	-7761.4060819660135
326000	-7703.407592674745	-7753.033830718006	-49.626238043261615	1.0	-7753.033830718006
327000	-7703.988560419289	-7757.39271075983	-53.40415034054122	1.0	-7757.39271075983
328000	-7707.1561773006015	-7755.430689873113	-48.2745125725117	1.0	-7755.430689873113
329000	-7703.059431987308	-7755.783523747691	-52.7240917603833	1.0	-7755.783523747691
330000	-7701.542628773663	-7752.146351065043	-50.603722291380315	1.0	-7752.146351065043
331000	-7703.418703920107	-7756.900239226005	-53.481535305898575	1.0	-7756.900239226005
332000	-7696.865588518144	-7747.285464604828	-50.419876086684006	1.0	-7747.285464604828
333000	-7701.344918342165	-7754.0973187207865	-52.75240037862152	1.0	-7754.0973187207865
334000	-7701.761792807862	-7759.4993024434	-57.73750963553799	1.0	-7759.4993024434
335000	-7705.28368365021	-7764.321207567121	-59.03752391691047	1.0	-7764.321207567121
336000	-7706.676752041504	-7766.442763619289	-59.76601157778414	1.0	-7766.442763619289
337000	-7714.319796819994	-7767.030661923326	-52.71086510333191	1.0	-7767.030661923326
338000	-7700.318806546304	-7757.256389636052	-56.9375830897477	1.0	-7757.256389636052
339000	-7712.5382236924925	-7779.210692072731	-66.67246838023813	1.0	-7779.210692072731
340000	-7716.489495476047	-7770.852161827634	-54.36266635158742	1.0	-7770.852161827634
341000	-7705.716296494532	-7758.517334463156	-52.80103796862364	1.0	-7758.517334463156
342000	-7702.701728978223	-7779.170392627421	-76.46866364919762	1.0	-7779.170392627421
343000	-7704.373477049634	-7776.480871954102	-72.1073949044687	1.0	-7776.480871954102
344000	-7699.408820244184	-7752.681652313312	-53.27283206912761	1.0	-7752.681652313312
345000	-7704.0640926034985	-7765.931908376722	-61.86781577322397	1.0	-7765.931908376722
346000	-7702.643718473201	-7761.13088854253	-58.487170069328386	1.0	-7761.13088854253
347000	-7715.838895900232	-7780.79129992136	-64.95240402112836	1.0	-7780.79129992136
348000	-7707.166969123947	-7778.0674078756365	-70.9004387516901	1.0	-7778.0674078756365
349000	-7709.015337324192	-7771.93979508599	-62.92445776179787	1.0	-7771.93979508599
350000	-7703.790293890152	-7761.951058019788	-58.160764129637286	1.0	-7761.951058019788
351000	-7709.100824197276	-7769.236656153937	-60.1358319566605	1.0	-7769.236656153937
352000	-7695.851090290888	-7767.012805464406	-71.16171517351722	1.0	-7767.012805464406
353000	-7693.248050324044	-7768.842924621161	-75.59487429711672	1.0	-7768.842924621161
354000	-7691.176785022378	-7778.603703761216	-87.42691873883847	1.0	-7778.603703761216
355000	-7703.356947205319	-7782.938780577367	-79.58183337204783	1.0	-7782.938780577367
356000	-7703.120201983799	-7759.779562611093	-56.65936062729351	1.0	-7759.779562611093
357000	-7707.005376664897	-7765.5922876332315	-58.58691096833478	1.0	-7765.5922876332315
