# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jan 02 20:30:08 MSK 2025 [seed=1735838298589]
# -window -working -options
state	pathLikelihood.delta	pathLikelihood.source	pathLikelihood.destination	pathLikelihood.theta	pathLikelihood.pathLikelihood
154000	-7718.826711704299	-7830.954764103864	-112.12805239956579	1.0	-7830.954764103864
155000	-7717.464842025065	-7832.057607394189	-114.5927653691241	1.0	-7832.057607394189
156000	-7714.739446027968	-7830.262311078887	-115.52286505091848	1.0	-7830.262311078887
157000	-7717.756532960125	-7830.8584763069475	-113.10194334682254	1.0	-7830.8584763069475
158000	-7718.4071224882255	-7839.345823781179	-120.93870129295395	1.0	-7839.345823781179
159000	-7718.228293649242	-7839.141117042404	-120.91282339316204	1.0	-7839.141117042404
160000	-7718.667982919656	-7834.3366566339855	-115.66867371432879	1.0	-7834.3366566339855
161000	-7716.442880926991	-7830.375767044327	-113.93288611733666	1.0	-7830.375767044327
162000	-7714.922822132933	-7829.056804553384	-114.13398242045041	1.0	-7829.056804553384
163000	-7712.740295717624	-7826.616839882519	-113.87654416489598	1.0	-7826.616839882519
164000	-7718.605468329694	-7830.182906482654	-111.57743815296018	1.0	-7830.182906482654
165000	-7715.236539889983	-7830.438010921949	-115.20147103196616	1.0	-7830.438010921949
166000	-7717.992821012421	-7837.159087981787	-119.16626696936633	1.0	-7837.159087981787
167000	-7710.6212123886735	-7824.058370543106	-113.43715815443278	1.0	-7824.058370543106
168000	-7717.914443960707	-7835.646411310466	-117.73196734975885	1.0	-7835.646411310466
169000	-7712.233428991827	-7830.114202421669	-117.88077342984162	1.0	-7830.114202421669
170000	-7714.235382443684	-7827.325666755116	-113.09028431143187	1.0	-7827.325666755116
171000	-7717.4518072253595	-7841.438666435721	-123.98685921036092	1.0	-7841.438666435721
172000	-7709.497396655089	-7831.413598260226	-121.91620160513716	1.0	-7831.413598260226
173000	-7720.693016492246	-7835.754099092452	-115.06108260020568	1.0	-7835.754099092452
174000	-7719.634792985279	-7828.574384682205	-108.93959169692613	1.0	-7828.574384682205
175000	-7711.303383541234	-7829.899263449774	-118.59587990853905	1.0	-7829.899263449774
176000	-7717.7829024022	-7831.8563969466995	-114.07349454449896	1.0	-7831.8563969466995
177000	-7716.357108722641	-7834.754127114078	-118.39701839143675	1.0	-7834.754127114078
178000	-7716.093126701842	-7829.003058849286	-112.90993214744381	1.0	-7829.003058849286
179000	-7723.844395971071	-7836.774593669495	-112.93019769842309	1.0	-7836.774593669495
180000	-7718.947777361802	-7835.000124209195	-116.05234684739256	1.0	-7835.000124209195
181000	-7726.707153647767	-7845.844897324032	-119.13774367626493	1.0	-7845.844897324032
182000	-7715.289512184518	-7833.047472678368	-117.75796049385	1.0	-7833.047472678368
183000	-7716.2461456479305	-7835.689769961204	-119.4436243132729	1.0	-7835.689769961204
184000	-7717.271629966362	-7835.180304853217	-117.90867488685576	1.0	-7835.180304853217
185000	-7713.081660575621	-7832.520069323128	-119.43840874750767	1.0	-7832.520069323128
186000	-7715.479578724266	-7832.20774470357	-116.7281659793046	1.0	-7832.20774470357
187000	-7721.030231796145	-7842.776428326787	-121.74619653064231	1.0	-7842.776428326787
188000	-7719.971014115438	-7837.695697462208	-117.72468334676995	1.0	-7837.695697462208
189000	-7717.820419301232	-7840.0130240133285	-122.19260471209701	1.0	-7840.0130240133285
190000	-7718.010840468534	-7841.981819377155	-123.97097890862082	1.0	-7841.981819377155
191000	-7716.6010602578735	-7836.905145137968	-120.30408488009488	1.0	-7836.905145137968
192000	-7714.983050162762	-7830.991244329961	-116.00819416719848	1.0	-7830.991244329961
193000	-7712.711171502323	-7829.914652309139	-117.20348080681563	1.0	-7829.914652309139
194000	-7716.416442469119	-7845.160765057343	-128.74432258822412	1.0	-7845.160765057343
195000	-7717.833009722742	-7840.082018850973	-122.24900912823128	1.0	-7840.082018850973
196000	-7712.754811505004	-7837.334919719094	-124.58010821408976	1.0	-7837.334919719094
197000	-7709.412562323561	-7834.120259837794	-124.70769751423252	1.0	-7834.120259837794
198000	-7715.927847980815	-7841.893322633112	-125.96547465229656	1.0	-7841.893322633112
199000	-7710.80170623651	-7836.178164938403	-125.37645870189351	1.0	-7836.178164938403
200000	-7710.16209631386	-7839.393107395484	-129.23101108162362	1.0	-7839.393107395484
201000	-7716.01959786049	-7834.778863303847	-118.75926544335711	1.0	-7834.778863303847
202000	-7717.130342291876	-7830.198330692836	-113.0679884009592	1.0	-7830.198330692836
203000	-7717.048105196043	-7834.714063689818	-117.66595849377515	1.0	-7834.714063689818
204000	-7712.367054585764	-7833.025536495298	-120.65848190953375	1.0	-7833.025536495298
205000	-7712.104452642636	-7833.126116591375	-121.02166394873868	1.0	-7833.126116591375
206000	-7711.893909835898	-7829.738286512608	-117.84437667671072	1.0	-7829.738286512608
207000	-7724.543992050721	-7839.827204456993	-115.28321240627254	1.0	-7839.827204456993
208000	-7716.593475500419	-7831.93436499248	-115.34088949206095	1.0	-7831.93436499248
209000	-7716.917051941499	-7835.70557984262	-118.78852790112103	1.0	-7835.70557984262
210000	-7716.351675495492	-7833.637182569601	-117.28550707410854	1.0	-7833.637182569601
211000	-7715.505451671846	-7834.0141068069215	-118.5086551350762	1.0	-7834.0141068069215
212000	-7717.258802628275	-7839.188480043996	-121.92967741572085	1.0	-7839.188480043996
213000	-7715.168045501932	-7830.262184182631	-115.09413868069885	1.0	-7830.262184182631
214000	-7712.058823713623	-7838.0873116663215	-126.02848795269853	1.0	-7838.0873116663215
215000	-7715.531810245249	-7833.190376333703	-117.65856608845377	1.0	-7833.190376333703
216000	-7710.507127232938	-7835.5117660475635	-125.0046388146257	1.0	-7835.5117660475635
217000	-7708.948910362091	-7838.505752667823	-129.55684230573178	1.0	-7838.505752667823
218000	-7712.893023076752	-7842.673494790372	-129.78047171362076	1.0	-7842.673494790372
219000	-7716.800155341716	-7838.776805572194	-121.97665023047695	1.0	-7838.776805572194
220000	-7714.732647839483	-7830.605291866741	-115.87264402725724	1.0	-7830.605291866741
221000	-7715.598847155217	-7828.916897606664	-113.31805045144701	1.0	-7828.916897606664
222000	-7717.475988498705	-7827.654211434436	-110.17822293573008	1.0	-7827.654211434436
223000	-7720.072248761775	-7831.983452364589	-111.91120360281342	1.0	-7831.983452364589
224000	-7720.312138992153	-7841.164924523743	-120.85278553158939	1.0	-7841.164924523743
225000	-7718.334668209892	-7839.209653160881	-120.87498495098946	1.0	-7839.209653160881
226000	-7714.7134394316	-7835.32307181239	-120.60963238078925	1.0	-7835.32307181239
227000	-7716.151365461643	-7837.788679681501	-121.63731421985804	1.0	-7837.788679681501
228000	-7722.050450724591	-7843.308052099772	-121.25760137518	1.0	-7843.308052099772
229000	-7717.589572537461	-7832.933367053038	-115.34379451557618	1.0	-7832.933367053038
230000	-7714.610237092608	-7834.618000808581	-120.00776371597327	1.0	-7834.618000808581
231000	-7724.4523546347245	-7835.536674604466	-111.08431996974114	1.0	-7835.536674604466
232000	-7719.759334093289	-7831.653707164204	-111.8943730709152	1.0	-7831.653707164204
233000	-7723.208235458559	-7837.383575084289	-114.17533962572955	1.0	-7837.383575084289
234000	-7716.765284015937	-7827.961437558201	-111.19615354226451	1.0	-7827.961437558201
235000	-7716.665944084402	-7826.369622892876	-109.7036788084731	1.0	-7826.369622892876
236000	-7715.582472447907	-7838.173660486283	-122.59118803837569	1.0	-7838.173660486283
237000	-7712.872416308331	-7840.130239992021	-127.25782368369045	1.0	-7840.130239992021
238000	-7713.8594049634285	-7842.643481068287	-128.78407610485817	1.0	-7842.643481068287
239000	-7712.875548203063	-7826.535600759281	-113.66005255621775	1.0	-7826.535600759281
240000	-7717.790221092781	-7842.311876489064	-124.52165539628298	1.0	-7842.311876489064
241000	-7713.814954073091	-7829.898366662699	-116.08341258960829	1.0	-7829.898366662699
242000	-7717.680501985386	-7832.6234419725015	-114.94293998711495	1.0	-7832.6234419725015
243000	-7714.111095257303	-7829.931741947198	-115.82064668989517	1.0	-7829.931741947198
244000	-7720.7191976059785	-7837.3112428725035	-116.59204526652456	1.0	-7837.3112428725035
245000	-7717.794577588998	-7833.04703348967	-115.2524559006719	1.0	-7833.04703348967
246000	-7716.2408209204095	-7824.094480612729	-107.85365969231921	1.0	-7824.094480612729
247000	-7717.608661931296	-7832.681243515226	-115.07258158393003	1.0	-7832.681243515226
248000	-7714.990059015402	-7827.11986736289	-112.12980834748777	1.0	-7827.11986736289
249000	-7715.205877730906	-7825.605001383969	-110.3991236530627	1.0	-7825.605001383969
250000	-7713.64759122876	-7826.933848030689	-113.28625680192886	1.0	-7826.933848030689
251000	-7711.570341608625	-7825.056833700519	-113.48649209189328	1.0	-7825.056833700519
252000	-7714.495974401702	-7835.896782836893	-121.40080843519121	1.0	-7835.896782836893
253000	-7717.72583902025	-7840.668343696403	-122.94250467615308	1.0	-7840.668343696403
254000	-7708.335874095593	-7835.82213363434	-127.48625953874728	1.0	-7835.82213363434
255000	-7708.225141003801	-7841.495115834641	-133.26997483084017	1.0	-7841.495115834641
256000	-7711.015019112043	-7841.356464195719	-130.34144508367615	1.0	-7841.356464195719
257000	-7712.057004050067	-7830.195662251433	-118.13865820136549	1.0	-7830.195662251433
258000	-7709.948895143833	-7840.916882182095	-130.96798703826153	1.0	-7840.916882182095
259000	-7714.840943055872	-7841.517632930115	-126.67668987424263	1.0	-7841.517632930115
260000	-7718.8876676124555	-7836.096409422267	-117.20874180981188	1.0	-7836.096409422267
261000	-7718.714380703049	-7834.623326372528	-115.9089456694796	1.0	-7834.623326372528
262000	-7714.1033032995165	-7823.775921586822	-109.67261828730497	1.0	-7823.775921586822
263000	-7715.405917660643	-7826.354008465686	-110.94809080504308	1.0	-7826.354008465686
264000	-7717.959518254623	-7831.629879002789	-113.67036074816588	1.0	-7831.629879002789
265000	-7713.888154871799	-7832.393304210416	-118.5051493386168	1.0	-7832.393304210416
266000	-7716.836123359895	-7832.419858001559	-115.58373464166425	1.0	-7832.419858001559
267000	-7709.9272992013985	-7835.856896123245	-125.92959692184617	1.0	-7835.856896123245
268000	-7714.1123081208325	-7830.884677190248	-116.77236906941539	1.0	-7830.884677190248
269000	-7719.177466943251	-7842.479341916992	-123.30187497374163	1.0	-7842.479341916992
270000	-7720.976349044635	-7846.400046339143	-125.42369729450854	1.0	-7846.400046339143
271000	-7716.140386192033	-7848.500060079136	-132.35967388710384	1.0	-7848.500060079136
272000	-7713.319261530319	-7839.290157581833	-125.97089605151494	1.0	-7839.290157581833
273000	-7712.28469863131	-7832.841557213307	-120.55685858199698	1.0	-7832.841557213307
274000	-7717.188400235937	-7839.868788560981	-122.68038832504367	1.0	-7839.868788560981
275000	-7723.513893993992	-7843.26756171283	-119.7536677188379	1.0	-7843.26756171283
276000	-7718.08065971334	-7830.092380972519	-112.01172125917982	1.0	-7830.092380972519
277000	-7717.931408386122	-7833.548394803375	-115.61698641725306	1.0	-7833.548394803375
278000	-7718.057023924952	-7829.831116593411	-111.77409266845952	1.0	-7829.831116593411
279000	-7713.397989960743	-7827.008827631074	-113.61083767033162	1.0	-7827.008827631074
280000	-7717.265659003817	-7830.8526361665545	-113.58697716273736	1.0	-7830.8526361665545
281000	-7713.9700522703015	-7830.457106085238	-116.4870538149363	1.0	-7830.457106085238
282000	-7711.986902409524	-7830.33177178746	-118.34486937793562	1.0	-7830.33177178746
283000	-7719.162332940315	-7827.840041588649	-108.67770864833393	1.0	-7827.840041588649
284000	-7718.772496445363	-7832.296424250089	-113.52392780472663	1.0	-7832.296424250089
285000	-7721.5963026279	-7836.452580961044	-114.85627833314445	1.0	-7836.452580961044
286000	-7711.894483085982	-7832.4210270635485	-120.52654397756632	1.0	-7832.4210270635485
287000	-7715.582574330678	-7835.943338049543	-120.36076371886566	1.0	-7835.943338049543
288000	-7715.084621400767	-7835.794890596996	-120.71026919622933	1.0	-7835.794890596996
289000	-7714.832746152936	-7835.223607311719	-120.3908611587834	1.0	-7835.223607311719
290000	-7713.877743451841	-7836.79789617562	-122.92015272377948	1.0	-7836.79789617562
291000	-7711.883189264157	-7834.458735816103	-122.57554655194618	1.0	-7834.458735816103
292000	-7715.697151715212	-7838.137812874447	-122.44066115923468	1.0	-7838.137812874447
293000	-7715.222283490102	-7836.959657969906	-121.73737447980393	1.0	-7836.959657969906
294000	-7717.03760538047	-7837.183365150822	-120.14575977035211	1.0	-7837.183365150822
295000	-7719.485477303831	-7838.243051543928	-118.75757424009689	1.0	-7838.243051543928
296000	-7721.789230692621	-7836.805001924463	-115.0157712318419	1.0	-7836.805001924463
297000	-7717.574565836329	-7834.312054197369	-116.7374883610402	1.0	-7834.312054197369
298000	-7717.275977799681	-7832.466652195981	-115.19067439629956	1.0	-7832.466652195981
299000	-7718.761866969188	-7830.753159275801	-111.99129230661268	1.0	-7830.753159275801
300000	-7715.591688921104	-7828.8814578406445	-113.28976891954038	1.0	-7828.8814578406445
301000	-7718.390887743186	-7829.929623201175	-111.53873545798852	1.0	-7829.929623201175
302000	-7716.417120336004	-7830.503122155384	-114.08600181937956	1.0	-7830.503122155384
303000	-7719.741882262573	-7833.841733007418	-114.09985074484523	1.0	-7833.841733007418
304000	-7720.923783492729	-7842.837547234441	-121.9137637417128	1.0	-7842.837547234441
305000	-7712.678801860164	-7833.980038476276	-121.30123661611192	1.0	-7833.980038476276
306000	-7713.4586358143515	-7843.291442577012	-129.83280676266077	1.0	-7843.291442577012
307000	-7717.599509345544	-7852.765284838687	-135.16577549314326	1.0	-7852.765284838687
308000	-7717.524946901214	-7857.522936733766	-139.99798983255215	1.0	-7857.522936733766
309000	-7715.4865096690855	-7849.128450041134	-133.64194037204877	1.0	-7849.128450041134
310000	-7717.752736748516	-7838.3434416466725	-120.59070489815593	1.0	-7838.3434416466725
311000	-7721.959937810195	-7835.371693822929	-113.41175601273429	1.0	-7835.371693822929
312000	-7717.49165045006	-7841.505926388151	-124.01427593809129	1.0	-7841.505926388151
313000	-7716.902918087477	-7838.869061038422	-121.96614295094474	1.0	-7838.869061038422
314000	-7710.264393323019	-7842.892805726362	-132.6284124033423	1.0	-7842.892805726362
315000	-7708.9608494336235	-7839.261214087197	-130.30036465357347	1.0	-7839.261214087197
316000	-7720.206196663467	-7841.084001153795	-120.87780449032756	1.0	-7841.084001153795
317000	-7716.046725478321	-7835.759545393206	-119.71281991488536	1.0	-7835.759545393206
318000	-7708.719265985162	-7828.109071591808	-119.38980560664629	1.0	-7828.109071591808
319000	-7712.047703491444	-7829.373951077586	-117.32624758614196	1.0	-7829.373951077586
320000	-7713.537038042799	-7831.75267538837	-118.21563734557066	1.0	-7831.75267538837
321000	-7718.77116213851	-7837.129614088278	-118.35845194976827	1.0	-7837.129614088278
322000	-7717.770787848605	-7839.890038423726	-122.1192505751203	1.0	-7839.890038423726
323000	-7710.962895867756	-7831.710956875121	-120.74806100736555	1.0	-7831.710956875121
324000	-7714.166365333152	-7835.422594276419	-121.25622894326735	1.0	-7835.422594276419
325000	-7718.099326460053	-7843.8480923963425	-125.74876593628991	1.0	-7843.8480923963425
326000	-7715.767516104498	-7841.479331872439	-125.71181576794045	1.0	-7841.479331872439
327000	-7712.6634242782075	-7837.621144099938	-124.95771982173063	1.0	-7837.621144099938
328000	-7719.28686547847	-7832.468245348131	-113.18137986966103	1.0	-7832.468245348131
329000	-7718.1252427272875	-7834.742269094493	-116.61702636720605	1.0	-7834.742269094493
330000	-7715.1529084610365	-7833.628147145174	-118.47523868413734	1.0	-7833.628147145174
331000	-7717.2030444083675	-7834.6404293549895	-117.43738494662222	1.0	-7834.6404293549895
332000	-7722.479044551741	-7837.70482154221	-115.22577699046904	1.0	-7837.70482154221
333000	-7717.63954497786	-7836.401322368233	-118.76177739037287	1.0	-7836.401322368233
334000	-7717.433091531726	-7831.034608789396	-113.60151725766968	1.0	-7831.034608789396
335000	-7712.76568930964	-7834.839924692804	-122.074235383164	1.0	-7834.839924692804
336000	-7715.787072831713	-7836.720486619123	-120.93341378741012	1.0	-7836.720486619123
337000	-7712.673471401633	-7836.472759248411	-123.79928784677827	1.0	-7836.472759248411
338000	-7716.961269502625	-7839.6953605488825	-122.73409104625713	1.0	-7839.6953605488825
339000	-7713.027017405631	-7833.3024374934685	-120.27542008783746	1.0	-7833.3024374934685
340000	-7711.272262109334	-7833.867582768114	-122.59532065877896	1.0	-7833.867582768114
341000	-7712.6687362786015	-7830.219793505067	-117.55105722646606	1.0	-7830.219793505067
342000	-7716.517659888886	-7839.571437187049	-123.0537772981637	1.0	-7839.571437187049
343000	-7713.850098548219	-7835.792002545117	-121.941903996898	1.0	-7835.792002545117
344000	-7717.93336881312	-7836.71485379091	-118.7814849777893	1.0	-7836.71485379091
345000	-7716.907599560101	-7836.475315222541	-119.56771566244073	1.0	-7836.475315222541
346000	-7718.9205285766975	-7832.037368112024	-113.1168395353257	1.0	-7832.037368112024
347000	-7716.456407150547	-7831.669565511341	-115.21315836079302	1.0	-7831.669565511341
348000	-7711.882411818552	-7826.687777218533	-114.80536539998067	1.0	-7826.687777218533
349000	-7714.746564197938	-7829.092937350047	-114.34637315210853	1.0	-7829.092937350047
350000	-7714.4030120006655	-7830.981654964234	-116.57864296356833	1.0	-7830.981654964234
351000	-7715.985911898369	-7829.696648550965	-113.71073665259593	1.0	-7829.696648550965
352000	-7721.149787596125	-7833.546546873133	-112.39675927700732	1.0	-7833.546546873133
353000	-7714.964185713027	-7833.196284833301	-118.23209912027417	1.0	-7833.196284833301
354000	-7711.74416612132	-7834.704931005128	-122.96076488380815	1.0	-7834.704931005128
355000	-7711.037023787569	-7841.685795486976	-130.64877169940655	1.0	-7841.685795486976
356000	-7712.068490991329	-7832.21608850386	-120.1475975125314	1.0	-7832.21608850386
357000	-7715.9148557261515	-7837.471614438058	-121.55675871190662	1.0	-7837.471614438058
358000	-7715.761107693983	-7836.9081374273455	-121.14702973336223	1.0	-7836.9081374273455
359000	-7704.540631652174	-7830.685327076354	-126.1446954241803	1.0	-7830.685327076354
360000	-7712.0912536669375	-7828.996711527939	-116.90545786100103	1.0	-7828.996711527939
