GBAC,country,host,collection_date,serotype,Topotype
LC564896/THA/cow/2007/A,THA,cow,2007,A,ASIA
LC564895/THA/cow/2007/A,THA,cow,2007,A,ASIA
LC564894/THA/cow/2007/A,THA,cow,2007,A,ASIA
MT602079/SDN/cattle/2018/A,SDN,cattle,2018,A,AFRICA
MT602078/ETH/cattle/2019/A,ETH,cattle,2019,A,AFRICA
MT602077/ETH/cattle/2018/A,ETH,cattle,2018,A,AFRICA
MT863268/EGY/water-buffalo/2016/A,EGY,water-buffalo,2016,A,AFRICA
KY322680/VNM/cattle/2013/A,VNM,cattle,2013,A,ASIA
KY322679/THA/cattle/2014/A,THA,cattle,2014,A,ASIA
KY322678/MYS/cattle/2013/A,MYS,cattle,2013,A,ASIA
KY322677/MYS/cattle/2013/A,MYS,cattle,2013,A,ASIA
KY322676/MYS/cattle/2013/A,MYS,cattle,2013,A,ASIA
KY322675/LAO/cattle/2014/A,LAO,cattle,2014,A,ASIA
MK940253/SAU/cattle/2017/A,SAU,cattle,2017,A,ASIA
MN062587/PAK/cattle/2009/A,PAK,cattle,2009,A,ASIA
MN062586/AFG/cattle/2009/A,AFG,cattle,2009,A,ASIA
LC483874/THA/cow/2007/A,THA,cow,2007,A,ASIA
MN116688/KEN/cow/2016/A,KEN,cow,2016,A,AFRICA
MG923580/DZA/cattle/2017/A,DZA,cattle,2017,A,AFRICA
MG923579/DZA/cattle/2017/A,DZA,cattle,2017,A,AFRICA
MH053307/ZMB/cattle/1990/A,ZMB,cattle,1990,A,AFRICA
MH053306/TCD/cattle/1973/A,TCD,cattle,1973,A,AFRICA
MH053305/EGY/cattle/1972/A,EGY,cattle,1972,A,AFRICA
MG725876/NER/cow/2015/A,NER,cow,2015,A,AFRICA
MG725875/NER/cow/2015/A,NER,cow,2015,A,AFRICA
MG725874/NER/cow/2015/A,NER,cow,2015,A,AFRICA
MG725873/NER/cow/2015/A,NER,cow,2015,A,AFRICA
MG725872/NER/cow/2013/A,NER,cow,2013,A,AFRICA
JN099699/IRQ/cattle/2009/A,IRQ,cattle,2009,A,ASIA
JN099698/IRQ/cattle/2009/A,IRQ,cattle,2009,A,ASIA
JN099697/IRQ/cattle/2009/A,IRQ,cattle,2009,A,ASIA
JN099694/IRQ/cattle/2009/A,IRQ,cattle,2009,A,ASIA
JN099688/IRQ/cattle/2009/A,IRQ,cattle,2009,A,ASIA
KX002205/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002204/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002203/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002202/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002201/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002200/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002199/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002198/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002197/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002196/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002194/ARG/cattle/2000/A,ARG,cattle,2000,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002193/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002192/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002191/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002190/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002189/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002188/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002187/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002186/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002185/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002184/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002183/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002182/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002181/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002180/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002179/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002178/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002177/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KX002176/ARG/cattle/2001/A,ARG,cattle,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
KT968663/CHN/yak/2013/A,CHN,yak,2013,A,ASIA
KU127247/SAU/cattle/2015/A,SAU,cattle,2015,A,ASIA
HQ268509/VNM/Unknown/2004/A,VNM,Unknown,2004,A,ASIA
HQ832592/IND/cattle/2009/A,IND,cattle,2009,A,ASIA
HQ832591/IND/cattle/2008/A,IND,cattle,2008,A,ASIA
HQ832590/IND/cattle/2007/A,IND,cattle,2007,A,ASIA
HQ832589/IND/cattle/2006/A,IND,cattle,2006,A,ASIA
HQ832588/IND/cattle/2005/A,IND,cattle,2005,A,ASIA
HQ832586/IND/Unknown/2006/A,IND,Unknown,2006,A,ASIA
HQ832585/IND/Unknown/2005/A,IND,Unknown,2005,A,ASIA
HQ832584/IND/cattle/2005/A,IND,cattle,2005,A,ASIA
HQ832583/IND/Unknown/2005/A,IND,Unknown,2005,A,ASIA
HQ832582/IND/buffalo/2004/A,IND,buffalo,2004,A,ASIA
HQ832581/IND/cattle/2004/A,IND,cattle,2004,A,ASIA
HQ832580/IND/cattle/2003/A,IND,cattle,2003,A,ASIA
HQ832579/IND/buffalo/2003/A,IND,buffalo,2003,A,ASIA
HQ832578/IND/Unknown/2003/A,IND,Unknown,2003,A,ASIA
HQ832577/IND/Unknown/1999/A,IND,Unknown,1999,A,ASIA
KJ608371/VNM/cattle/2013/A,VNM,cattle,2013,A,ASIA
KP940474/EGY/cattle/2014/A,EGY,cattle,2014,A,AFRICA
KM268896/TUR/cattle/2013/A,TUR,cattle,2013,A,ASIA
KJ933864/MYS/Unknown/1997/A,MYS,Unknown,1997,A,ASIA
KJ754939/BGD/cattle/2013/A,BGD,cattle,2013,A,ASIA
KC588943/KOR/cattle/2010/A,KOR,cattle,2010,A,ASIA
JN006722/Unknown/Unknown/2008/A,Unknown,Unknown,2008,A,ASIA
HQ632773/MYS/cattle/2007/A,MYS,cattle,2007,A,ASIA
GQ406252/VNM/buffalo/2009/A,VNM,buffalo,2009,A,ASIA
GQ406251/VNM/pig/2009/A,VNM,pig,2009,A,ASIA
GQ406250/VNM/cattle/2009/A,VNM,cattle,2009,A,ASIA
GQ406249/VNM/cattle/2009/A,VNM,cattle,2009,A,ASIA
GQ406248/VNM/cattle/2009/A,VNM,cattle,2009,A,ASIA
GQ406247/VNM/cattle/2009/A,VNM,cattle,2009,A,ASIA
EF494488/PAK/cattle/2006/A,PAK,cattle,2006,A,ASIA
EF494487/PAK/cattle/2006/A,PAK,cattle,2006,A,ASIA
AY593803/BRA/Unknown/1979/A,BRA,Unknown,1979,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593802/URY/Unknown/2001/A,URY,Unknown,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593801/URY/Unknown/1968/A,URY,Unknown,1968,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593794/COL/Unknown/1985/A,COL,Unknown,1985,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593793/PHL/Unknown/1975/A,PHL,Unknown,1975,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593792/ITA/Unknown/1962/A,ITA,Unknown,1962,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593791/IRN/Unknown/1998/A,IRN,Unknown,1998,A,ASIA
AY593790/ARG/Unknown/2001/A,ARG,Unknown,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593789/ARG/Unknown/1961/A,ARG,Unknown,1961,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593788/BRA/Unknown/1958/A,BRA,Unknown,1958,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593786/ARG/Unknown/2001/A,ARG,Unknown,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593785/ARG/Unknown/2001/A,ARG,Unknown,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593784/ARG/Unknown/2001/A,ARG,Unknown,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593783/ARG/Unknown/2001/A,ARG,Unknown,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593782/ARG/Unknown/2000/A,ARG,Unknown,2000,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593781/DEU/Unknown/1951/A,DEU,Unknown,1951,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593780/FRA/Unknown/1960/A,FRA,Unknown,1960,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593779/DEU/Unknown/1972/A,DEU,Unknown,1972,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593776/DEU/Unknown/1968/A,DEU,Unknown,1968,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593775/VEN/Unknown/1970/A,VEN,Unknown,1970,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593774/ESP/Unknown/1969/A,ESP,Unknown,1969,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593773/PER/Unknown/1969/A,PER,Unknown,1969,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593772/TUR/Unknown/1972/A,TUR,Unknown,1972,A,ASIA
AY593771/COL/Unknown/1967/A,COL,Unknown,1967,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593770/ARG/Unknown/1966/A,ARG,Unknown,1966,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593769/ARG/Unknown/1959/A,ARG,Unknown,1959,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593768/BRA/Unknown/1955/A,BRA,Unknown,1955,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593767/ARG/Unknown/1965/A,ARG,Unknown,1965,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593766/KEN/Unknown/1965/A,KEN,Unknown,1965,A,?'
AY593765/TUR/Unknown/1965/A,TUR,Unknown,1965,A,ASIA
AY593764/IRQ/Unknown/1970/A,IRQ,Unknown,1970,A,ASIA
AY593763/IRQ/Unknown/1964/A,IRQ,Unknown,1964,A,ASIA
AY593762/IRQ/Unknown/1964/A,IRQ,Unknown,1964,A,ASIA
AY593761/KEN/Unknown/1964/A,KEN,Unknown,1964,A,AFRICA
AY593760/RUS/Unknown/1964/A,RUS,Unknown,1964,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593759/DEU/Unknown/1971/A,DEU,Unknown,1971,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593758/VEN/Unknown/1967/A,VEN,Unknown,1967,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593757/BRA/Unknown/1967/A,BRA,Unknown,1967,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593756/BRA/Unknown/1959/A,BRA,Unknown,1959,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593755/THA/Unknown/1960/A,THA,Unknown,1960,A,ASIA
AY593754/ESP/Unknown/1959/A,ESP,Unknown,1959,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593753/BRA/Unknown/1958/A,BRA,Unknown,1958,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
AY593751/NLD/Unknown/1942/A,NLD,Unknown,1942,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
FJ623456/KAZ/Unknown/1999/A,KAZ,Unknown,1999,A,ASIA
EF494486/TUR/cattle/2005/A,TUR,cattle,2005,A,ASIA
MT340225/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340224/VNM/buffalo/2018/A,VNM,buffalo,2018,A,ASIA
MT340223/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA
MT340222/VNM/cattle/2019/A,VNM,cattle,2019,A,ASIA
MT340221/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340220/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340219/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340218/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340217/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340216/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340215/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340214/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340213/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340212/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340211/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340210/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340209/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340208/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340207/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340206/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340205/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340204/VNM/cattle/2018/A,VNM,cattle,2018,A,ASIA
MT340203/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA
MT340202/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA
MT340201/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA
MT340200/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA
MT340199/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA
MT340198/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA
MT340197/VNM/cattle/2017/A,VNM,cattle,2017,A,ASIA
MH746921/USA/cow/2017/A,USA,cow,2017,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH
